Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class
ELEC,TARGET CORP T3408 06,1825 NJ-35 Wall Target,,Wall Township,NJ,07719,,888-758-4389,E,,Public,Mon 7:00am - 12:00am; Tue 7:00am - 12:00am; Wed 7:00am - 12:00am; Thu 7:00am - 12:00am; Fri 7:00am - 12:00am; Sat 7:00am - 12:00am; Sun 7:00am - 12:00am,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.166052,-74.050214,2023-09-26,229490,2023-09-26 01:05:58 UTC,,,,2022-09-29,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,TARGET CORP T3408 07,1825 NJ-35 Wall Target,,Wall Township,NJ,07719,,888-758-4389,E,,Public,Mon 7:00am - 12:00am; Tue 7:00am - 12:00am; Wed 7:00am - 12:00am; Thu 7:00am - 12:00am; Fri 7:00am - 12:00am; Sat 7:00am - 12:00am; Sun 7:00am - 12:00am,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.166064,-74.050169,2023-09-26,229491,2023-09-26 01:05:58 UTC,,,,2022-09-29,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,TARGET CORP T3408 08,1825 NJ-35 Wall Target,,Wall Township,NJ,07719,,888-758-4389,E,,Public,Mon 7:00am - 12:00am; Tue 7:00am - 12:00am; Wed 7:00am - 12:00am; Thu 7:00am - 12:00am; Fri 7:00am - 12:00am; Sat 7:00am - 12:00am; Sun 7:00am - 12:00am,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.166056,-74.050252,2023-09-26,229492,2023-09-26 01:06:07 UTC,,,,2022-09-29,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,IBN Construction,73 Clay St,,Newark,NJ,07104,,833-692-6787,E,,Public - Credit card at all times,Contact station for hours of availability.,A ANDROID_PAY APPLE_PAY CREDIT D M,,,,,2,,,AMPUP,https://ampup.io/,200-9,40.749746,-74.168617,2022-10-11,229900,2023-02-14 15:54:11 UTC,P,,,2022-09-15,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,PARKING_LOT,,,,,,,,,,,,,,,,,false,,,,,,,,LD
ELEC,DCS,135 Seaview Dr,,Secaucus,NJ,07094,,833-692-6787,E,,Public - Credit card at all times,Contact station for hours of availability.,A ANDROID_PAY APPLE_PAY CREDIT D M,,,,,4,,,AMPUP,https://ampup.io/,200-9,40.771667,-74.078616,2022-10-11,229915,2023-02-14 15:54:11 UTC,P,,,2022-09-15,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,PARKING_LOT,,,,,,,,,,,,,,,,,false,,,,,,,,LD
ELEC,Asbury Ocean Club,1101 N Ocean Ave,,Asbury Park,NJ,07712,,833-692-6787,E,,Public - Credit card at all times,Contact station for hours of availability.,A ANDROID_PAY APPLE_PAY CREDIT D M,,,,,6,,,AMPUP,https://ampup.io/,200-9,40.221978,-74.000616,2022-10-11,229928,2023-02-14 15:54:11 UTC,P,,,2022-09-15,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,HOTEL,,,,,,,,,,,,,,,,,false,,,,,,,,LD
ELEC,Inspira Mullica Hill,700 Mullica Hill Rd,,Mullica Hill,NJ,08062,,833-692-6787,E,,Public - Credit card at all times,Contact station for hours of availability.,A ANDROID_PAY APPLE_PAY CREDIT D M,,,,,6,,,AMPUP,https://ampup.io/,200-8,39.717722,-75.149616,2022-10-11,229929,2023-02-14 15:54:11 UTC,P,,,2022-09-15,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,HOSPITAL,,,,,,,,,,,,,,,,,false,,,,,,,,LD
ELEC,Mick Dr Parking Garage,10 Mick Dr,,Glassboro,NJ,08028,,833-692-6787,E,,Public - Credit card at all times,Contact station for hours of availability.,A ANDROID_PAY APPLE_PAY CREDIT D M,,,,,8,,,AMPUP,https://ampup.io/,200-8,39.703877,-75.114594,2022-10-11,229931,2023-02-14 15:54:11 UTC,P,,,2022-09-15,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,PARKING_GARAGE,,,,,,,,,,,,,,,,,false,,,,,,,,LD
ELEC,Nexus - Pearl St Garage,1 Pearl St,,Metuchen,NJ,08840,,833-692-6787,E,,Public - Credit card at all times,Contact station for hours of availability.,A ANDROID_PAY APPLE_PAY CREDIT D M,,,,,9,,,AMPUP,https://ampup.io/,200-9,40.540527,-74.362976,2022-10-11,230187,2023-02-14 15:54:11 UTC,P,,,2022-09-15,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,PARKING_GARAGE,,,,,,,,,,,,,,,,,false,,,,,,,,LD
ELEC,Peak Sports Academy,1235 US-22,,Mountainside,NJ,07092,,833-692-6787,E,,Public - Credit card at all times,Contact station for hours of availability.,A ANDROID_PAY APPLE_PAY CREDIT D M,,,,,2,,,AMPUP,https://ampup.io/,200-9,40.67629,-74.345973,2022-10-11,230217,2023-02-14 15:54:11 UTC,P,,,2022-09-15,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,REC_SPORTS_FACILITY,,,,,,,,,,,,,,,,,false,,,,,,,,LD
ELEC,Princeton First Aid and Rescue,2 Mt Lucas Rd,,Princeton,NJ,08540,,833-692-6787,E,,Public - Credit card at all times,Contact station for hours of availability.,A ANDROID_PAY APPLE_PAY CREDIT D M,,,,,2,,,AMPUP,https://ampup.io/,200-8,40.361279,-74.664664,2022-10-11,230222,2023-02-14 15:54:11 UTC,P,,,2022-09-15,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,OTHER,,,,,,,,,,,,,,,,,false,,,,,,,,LD
ELEC,"NJEV Solutions, LLC",320 N Ave E,,Cranford,NJ,07016,,833-692-6787,E,,Public - Credit card at all times,Contact station for hours of availability.,A ANDROID_PAY APPLE_PAY CREDIT D M,,,,,1,,,AMPUP,https://ampup.io/,200-9,40.657109,-74.294369,2022-10-11,230232,2023-02-14 15:54:11 UTC,P,,,2022-09-15,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,OFFICE_BLDG,,,,,,,,,,,,,,,,,false,,,,,,,,LD
ELEC,Terrace at Berkeley,450 Springfield Ave,,Berkeley Heights,NJ,07922,,833-692-6787,E,,Public - Credit card at all times,Contact station for hours of availability.,A ANDROID_PAY APPLE_PAY CREDIT D M,,,,,2,,,AMPUP,https://ampup.io/,200-9,40.684255,-74.439305,2022-10-11,230448,2023-02-14 15:54:11 UTC,P,,,2022-09-15,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,MULTI_UNIT_DWELLING,,,,,,,,,,,,,,,,,false,,,,,,,,LD
ELEC,Atlantic Street Parking Garage,20 Atlantic Street,,Hackensack,NJ,07601,,866-816-7584,E,,Public,,,,,,,6,,,EV Connect,http://evconnect.com/,GPS,40.882192,-74.044608,2023-09-26,230793,2023-09-26 01:29:31 UTC,,,,2022-09-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,12 Kulick Road,12 Kulick Road,,Fairfield,NJ,07004,,866-816-7584,E,,Public,,,,,,,6,,,EV Connect,http://evconnect.com/,GPS,40.873379,-74.29758,2023-09-26,230798,2023-09-26 01:29:32 UTC,,,,2022-09-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,South Mountain Recreational Complex,560 Northfield Ave,,West Orange,NJ,07052,,866-816-7584,E,,Public,,,,,,,6,,,EV Connect,http://evconnect.com/,GPS,40.769311,-74.280962,2023-09-26,230804,2023-09-26 01:29:39 UTC,,,,2022-09-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,6 Arrow Road,6 Arrow Road,,Ramsey,NJ,07446,,866-816-7584,E,,Public,,,,,,,6,,,EV Connect,http://evconnect.com/,GPS,41.066706,-74.121335,2023-09-26,230808,2023-09-26 01:29:40 UTC,,,,2022-09-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,National Resources,7 Pembroke place,,Edgewater,NJ,07020,,866-816-7584,E,,Public,,,,,,,2,,,EV Connect,http://evconnect.com/,GPS,40.802772,-73.993006,2023-09-26,230836,2023-09-26 01:29:52 UTC,,,,2022-09-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,T & T COAST,2205 RTE 35,,SEA GIRT,NJ,08750,,866-816-7584,E,,Public,,,,,,,,1,,EV Connect,http://evconnect.com/,GPS,40.135415,-74.065093,2023-09-26,230910,2023-09-26 01:30:18 UTC,,,,2022-09-30,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Hyatt Place Fort Lee,2167 Route 4 E,,Fort Lee,NJ,07024,,866-816-7584,E,,Public,,,,,,,4,,,EV Connect,http://evconnect.com/,GPS,40.862299,-73.976057,2023-09-26,230971,2023-09-26 01:30:31 UTC,,,,2022-09-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Edgewater Glass House,3 Somerset Lane,,Edgewater,NJ,07020,,866-816-7584,E,,Public,,,,,,,2,,,EV Connect,http://evconnect.com/,GPS,40.802597,-73.992518,2023-09-26,230976,2023-09-26 01:30:32 UTC,,,,2022-09-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Whippany Village Apartments,444 State Route 10,,Whippany,NJ,07981,,866-816-7584,E,,Public,,,,,,,2,,,EV Connect,http://evconnect.com/,GPS,40.822249,-74.409463,2023-09-26,230977,2023-09-26 01:30:32 UTC,,,,2022-09-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Wharton CHA Urban Renewal,10 N Main Street,,Wharton,NJ,07885,,866-816-7584,E,,Public,,,,,,,2,,,EV Connect,http://evconnect.com/,GPS,40.899105,-74.582736,2023-09-26,231016,2023-09-26 01:30:38 UTC,,,,2022-09-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,ACME Markets - Clark,1060 Raritan Rd,,Clark,NJ,07066,,877-455-3833,E,,Public,24 hours daily,,,,,,,4,,eVgo Network,https://www.evgo.com/,GPS,40.627598,-74.315658,2023-09-25,231118,2023-09-25 23:56:55 UTC,,,,2022-10-01,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,TARGET CORP WALL TS 1,1825 NJ-35,,Wall Township,NJ,07719,,888-758-4389,E,,Public,Mon 7:00am - 12:00am; Tue 7:00am - 12:00am; Wed 7:00am - 12:00am; Thu 7:00am - 12:00am; Fri 7:00am - 12:00am; Sat 7:00am - 12:00am; Sun 7:00am - 12:00am,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.165894,-74.050759,2023-09-26,231735,2023-09-26 01:05:57 UTC,,,,2022-10-04,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,EDISON 27 BROAD EDISON #1,2147 Lincoln Hwy,,Edison,NJ,08817,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.528786,-74.38442,2023-09-26,231736,2023-09-26 01:06:20 UTC,,,,2022-10-04,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Janssen Pharmaceuticals - Raritan,1000 US-202,,Raritan,NJ,8869,,888-998-2546,E,,Public,24 hours daily,,,,,,3,,,Blink Network,http://www.blinkcharging.com/,GPS,40.577185,-74.64954,2023-09-26,232941,2023-09-26 00:06:13 UTC,,,,2022-03-29,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,
ELEC,1100 Cornwall Charging stations,"1100 Cornwall Rd, Monmouth Junction, NJ 08852",it's right when you pull into the parking lot on the right side,south Brunswick,NJ,08852,,800-663-5633,E,,Public,24 hours daily,,,,,,12,,,Blink Network,http://www.blinkcharging.com/,GPS,40.4167895,-74.5300328,2023-09-25,232943,2023-09-25 23:59:29 UTC,,,,2020-11-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"$2.00/Hr Parking Fee , $0.50/kWh Energy Fee",,,,,,,,,,,,,,,,,,
ELEC,PASSAIC COUNTY ART STATION 2,675 Goffle Rd,,Hawthorne,NJ,07506,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.956615,-74.16173,2023-09-26,232964,2023-09-26 01:07:01 UTC,,,,2022-10-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Wawa - Tesla Supercharger,656  Old Bridge Turnpike,,South River,NJ,08882,,877-798-3752,E,,Public,24 hours daily,A D Debit M V,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,40.46196208,-74.40093119,2023-07-01,233047,2023-07-14 19:41:28 UTC,P,,,2022-10-05,,,,,TESLA,US,,,,Public,,public,,,GAS_STATION,,,,,,,,,,,,,,,,,false,,,,,,,,LD
ELEC,PAUL MILLER BMW CUSTOMER,1515 RT 23 S,,Wayne,NJ,07470,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.926369,-74.267484,2023-09-26,233111,2023-09-26 00:10:17 UTC,,,,2022-10-08,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,RUSSO VWB STATION #5,6000 Vermella Wy,,Woodbridge Township,NJ,07095,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.546242,-74.294725,2023-09-26,233134,2023-09-26 01:05:28 UTC,,,,2022-10-08,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,OLD BRIDGE TWP MUNICOMPLEX PS1,1 Old Bridge Plaza,,Old Bridge,NJ,08857,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.403317,-74.299249,2023-09-26,233261,2023-09-26 01:07:13 UTC,,,,2022-10-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,OLD BRIDGE TWP MUNICOMPLEX PS2,1 Old Bridge Plaza,,Old Bridge,NJ,08857,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.40331,-74.299255,2023-09-26,233262,2023-09-26 01:07:13 UTC,,,,2022-10-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,OBUR STATION 1,311 Bay Ave,,Glen Ridge,NJ,07028,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.812763,-74.203545,2023-09-26,233282,2023-09-26 00:37:33 UTC,,,,2022-10-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,OBUR STATION 2,32 Walnut Crescent,,Montclair,NJ,07042,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.8131,-74.205,2023-09-26,233283,2023-09-26 00:37:42 UTC,,,,2022-10-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,OBUR STATION 3,1 Bay Ave,,Montclair,NJ,07042,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.81276,-74.20414,2023-09-26,233412,2023-09-26 00:37:41 UTC,,,,2022-10-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,PANYNJ EWR CONRAC 12,132 Carson Rd,,Newark,NJ,07114,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.689605,-74.1898,2023-09-26,233465,2023-09-26 01:06:50 UTC,,,,2022-10-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,PANYNJ EWR CONRAC 5,132 Carson Rd,,Newark,NJ,07114,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.68953,-74.189756,2023-09-26,233466,2023-09-26 01:06:50 UTC,,,,2022-10-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,PANYNJ EWR CONRAC 10,132 Carson Rd,,Newark,NJ,07114,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.689594,-74.189836,2023-09-26,233467,2023-09-26 01:06:50 UTC,,,,2022-10-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,PANYNJ EWR CONRAC 1,132 Carson Rd,,Newark,NJ,07114,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.689616,-74.189771,2023-09-26,233475,2023-09-26 01:07:07 UTC,,,,2022-10-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,PANYNJ EWR CONRAC 9,132 Carson Rd,,Newark,NJ,07114,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.689526,-74.189802,2023-09-26,233476,2023-09-26 01:07:07 UTC,,,,2022-10-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,PANYNJ EWR CONRAC 8,132 Carson Rd,,Newark,NJ,07114,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.689549,-74.189817,2023-09-26,233477,2023-09-26 01:07:07 UTC,,,,2022-10-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,PANYNJ EWR CONRAC 14,132 Carson Rd,,Newark,NJ,07114,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.689524,-74.189726,2023-09-26,233478,2023-09-26 01:07:07 UTC,,,,2022-10-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,PANYNJ EWR CONRAC 3,132 Carson Rd,,Newark,NJ,07114,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.689596,-74.189791,2023-09-26,233479,2023-09-26 01:07:07 UTC,,,,2022-10-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,PANYNJ EWR CONRAC 11,132 Carson Rd,,Newark,NJ,07114,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.689584,-74.189708,2023-09-26,233480,2023-09-26 01:07:08 UTC,,,,2022-10-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,PANYNJ EWR CONRAC 15,132 Carson Rd,,Newark,NJ,07114,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.689527,-74.189775,2023-09-26,233481,2023-09-26 01:07:08 UTC,,,,2022-10-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,PANYNJ EWR CONRAC 4,132 Carson Rd,,Newark,NJ,07114,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.689611,-74.189699,2023-09-26,233482,2023-09-26 01:07:08 UTC,,,,2022-10-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,SALES CHARGER SHOWROOM,3400 E Black Horse Pike,,Washington Township,NJ,08080,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.72879,-75.031084,2023-09-26,233504,2023-09-26 01:07:17 UTC,,,,2022-10-14,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,925 US 202,925 US 202,,Raritan,NJ,08869,,888-356-8911,E,,Public,24 hours daily,,,,,,4,,,FLO,https://flo.ca/,200-8,40.57376,-74.64435,2023-09-26,234317,2023-09-26 01:37:40 UTC,,,,2022-10-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Jersey Shore University Medical Center Foundation Inc,1945 New Jersey 33,,Neptune City,NJ,07753,,888-264-2208,E,,Public,Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm,,,,,,4,,,Volta,https://voltacharging.com/,GPS,40.209773088,-74.042769184,2023-09-26,234439,2023-09-26 01:33:37 UTC,,,,2022-09-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,LD
ELEC,Best Western - Burlington Inn,2020 County Rd 541,,Westampton,NJ,08060,,866-350-2738,E,,Public - Credit card at all times,24 hours daily,A CREDIT D M V,,,,,1,,,UNIVERSAL,https://universalevcharging.com/,GPS,40.0129036,-74.8053833,2022-11-10,234587,2023-02-14 15:54:11 UTC,P,,,2022-09-24,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,HOTEL,,,,,,,$0.30 per kWh,,,,,,,,,,false,,,,,,,,MD
ELEC,PANYNJ EWR CONRAC 2,132 Carson Rd,,Newark,NJ,07114,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.689574,-74.189734,2023-09-26,234726,2023-09-26 01:07:08 UTC,,,,2022-10-21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,PANYNJ EWR CONRAC 6,132 Carson Rd,,Newark,NJ,07114,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.68957,-74.189813,2023-09-26,234727,2023-09-26 01:07:08 UTC,,,,2022-10-21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Nielsen Ford,375 NJ-23,,Sussex,NJ,07461,,973-702-8000,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,1,,,Non-Networked,,GPS,41.1984956542687,-74.5939635709643,2022-11-10,234952,2023-02-14 15:54:11 UTC,P,,,2022-10-18,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,CAR_DEALER,,,,,,,,,,,,,,,,,true,,,,,,,,LD
ELEC,Family Ford Service Department,16 Maple Ave,,Netcong,NJ,07857,,973-347-3000,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,1,,,Non-Networked,,GPS,40.8986548084541,-74.7056076874401,2022-11-10,234953,2023-02-14 15:54:11 UTC,P,,,2022-10-18,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,CAR_DEALER,,,,,,,,,,,,,,,,,true,,,,,,,,LD
ELEC,Commercial Furniture Resource,319 Richard Mine Rd,,Wharton,NJ,07885,,973-442-1577,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,2,,,Non-Networked,,GPS,40.9126572594061,-74.5697041390395,2022-11-10,234954,2023-02-14 15:54:11 UTC,P,,,2022-10-18,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,CAR_DEALER,,,,,,,,,,,,,,,,,false,,,,,,,,LD
ELEC,Schumacher Chevrolet of Denville,281 US-46,,Denville,NJ,07834,,973-664-7584,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,2,,,Non-Networked,,GPS,40.8885949167361,-74.4698005884823,2022-11-10,234955,2023-02-14 15:54:11 UTC,P,,,2022-10-18,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,CAR_DEALER,,,,,,,,,,,,,,,,,false,,,,,,,,LD
ELEC,Waterview Building Office Building,10 Waterview Blvd,,Parsippany,NJ,07054,,303-858-9006,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,6,,,Non-Networked,,GPS,40.8761857317005,-74.425707599135,2022-11-10,234956,2023-02-14 15:54:11 UTC,P,,,2022-10-18,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,OFFICE_BLDG,,,,,,,,,,,,,,,,,false,,,,,,,,LD
ELEC,William Paterson University - Lot 4,300 Pompton Rd,,Wayne,NJ,07470,,973-720-2541,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,5,,,Non-Networked,,GPS,40.9448077423387,-74.2009654093372,2022-11-10,234957,2023-02-14 15:54:11 UTC,P,,,2022-10-18,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,PARKING_LOT,,,,,,,,,,,,,,,,,false,,,,,,,,LD
ELEC,Fette Kia,1137 US-46,,Clifton,NJ,07013,,973-779-7000,E,,Public - Call ahead,24 hours daily,A D Debit M V,,,,,1,,,Non-Networked,,GPS,40.8693042638237,-74.1841481149522,2022-11-10,234958,2023-02-14 15:54:11 UTC,P,,,2022-10-18,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,,,,,,,,,,,true,,,,,,,,LD
